	pident
14718	99.3
14719	99.3
14720	99.3
14721	99.3
14722	99.3
14723	99.3
14724	99.3
14725	99.3
14726	99.3
14727	99.3
14728	99.3
14729	99.3
14730	99.3
14731	99.3
14732	99.3
14733	99.3
14734	99.3
14735	99.3
14736	99.3
14737	99.3
14738	99.3
14739	99.3
14740	99.3
14741	99.3
14742	99.3
14743	99.3
14744	99.3
14745	99.3
14746	99.3
14747	99.3
14748	99.3
14749	99.3
14750	99.3
14751	99.3
14752	99.3
14753	99.3
14754	99.3
14755	99.3
14756	99.3
14757	99.3
14758	99.3
14759	99.3
14760	99.3
14761	99.3
14762	99.3
14763	99.3
14764	99.3
14765	99.3
14766	99.3
14767	99.3
14768	99.3
14769	99.3
14770	99.3
14771	99.3
14772	99.3
14773	99.3
14774	99.3
14775	99.3
14776	99.3
14777	99.3
14778	99.3
14779	99.3
14780	99.3
14781	99.3
14782	99.3
14783	99.3
14784	99.3
14785	99.3
14786	99.3
14787	99.3
14788	99.3
14789	99.3
14790	99.3
14791	99.3
14792	99.3
14793	99.3
14794	99.3
14795	99.3
14796	99.3
14797	99.3
14798	99.3
14799	99.3
14800	99.3
14801	99.3
14802	99.3
14803	99.3
14804	99.3
14805	99.3
14806	99.3
14807	99.3
14808	99.3
14809	99.3
14810	99.3
14811	99.3
14812	99.3
14813	99.3
14814	99.3
14815	99.3
14816	99.3
14817	99.3
14818	99.3
14819	99.3
14820	99.3
14821	99.3
14822	99.3
14823	99.3
14824	99.3
14825	99.3
14826	99.3
14827	99.3
14828	99.3
14829	99.3
14830	99.3
14831	99.3
14832	99.3
14833	99.3
14834	99.3
14835	99.3
14836	99.3
14837	99.3
14838	99.3
14839	99.3
14840	99.3
14841	99.3
14842	99.3
14843	99.3
14844	99.3
14845	99.3
14846	99.3
14847	99.3
14848	99.3
14849	99.3
14850	99.3
14851	99.3
14852	99.3
14853	99.3
14854	99.3
14855	99.3
14856	99.3
14857	99.3
14858	99.3
14859	99.3
14860	99.3
14861	99.3
14862	99.3
14863	99.3
14864	99.3
14865	99.3
14866	99.3
14867	99.3
14868	99.3
14869	99.3
14870	99.3
14871	99.3
14872	99.3
14873	99.3
14874	99.3
14875	99.3
14876	99.3
14877	99.3
14878	99.3
14879	99.3
14880	99.3
14881	99.3
14882	99.3
14883	99.3
14884	99.3
14885	99.3
14886	99.3
14887	99.3
14888	99.3
14889	99.3
14890	99.3
14891	99.3
14892	99.3
14893	99.3
14894	99.3
14895	99.3
14896	99.3
14897	99.3
14898	99.3
14899	99.3
14900	99.3
14901	99.3
14902	99.3
14903	99.3
14904	99.3
14905	99.3
14906	99.3
14907	99.3
14908	99.3
14909	99.3
14910	99.3
14911	99.3
14912	99.3
14913	99.3
14914	99.3
14915	99.3
14916	99.3
14917	99.3
14918	99.3
14919	99.3
14920	99.3
14921	99.3
14922	99.3
14923	99.3
14924	99.3
14925	99.3
14926	99.3
14927	99.3
14928	99.3
14929	99.3
14930	99.3
14931	99.3
14932	99.3
14933	99.3
14934	99.3
14935	99.3
14936	99.3
14937	99.3
14938	99.3
14939	99.3
14940	99.3
14941	99.3
14942	99.3
14943	99.3
14944	99.3
14945	99.3
14946	99.3
14947	99.3
14948	99.3
14949	99.3
14950	99.3
14951	99.3
14952	99.3
14953	99.3
14954	99.3
14955	99.3
14956	99.3
14957	99.3
14958	99.3
14959	99.3
14960	99.3
14961	99.3
14962	99.4
14963	99.4
14964	99.4
14965	99.4
14966	99.4
14967	99.4
14968	99.4
14969	99.4
14970	99.4
14971	99.4
14972	99.4
14973	99.4
14974	99.4
14975	99.4
14976	99.4
14977	99.4
14978	99.4
14979	99.4
14980	99.4
14981	99.4
14982	99.4
14983	99.4
14984	99.4
14985	99.4
14986	99.4
14987	99.4
14988	99.4
14989	99.4
14990	99.4
14991	99.4
14992	99.4
14993	99.4
14994	99.4
14995	99.4
14996	99.4
14997	99.4
14998	99.4
14999	99.4
15000	99.4
15001	99.4
15002	99.4
15003	99.4
15004	99.4
15005	99.4
15006	99.4
15007	99.4
15008	99.4
15009	99.4
15010	99.4
15011	99.4
15012	99.4
15013	99.4
15014	99.4
15015	99.4
15016	99.4
15017	99.4
15018	99.4
15019	99.4
15020	99.4
15021	99.4
15022	99.4
15023	99.4
15024	99.4
15025	99.4
15026	99.4
15027	99.4
15028	99.4
15029	99.4
15030	99.4
15031	99.4
15032	99.4
15033	99.4
15034	99.4
15035	99.4
15036	99.4
15037	99.4
15038	99.4
15039	99.4
15040	99.4
15041	99.4
15042	99.4
15043	99.4
15044	99.4
15045	99.4
15046	99.4
15047	99.4
15048	99.4
15049	99.4
15050	99.4
15051	99.4
15052	99.4
15053	99.4
15054	99.4
15055	99.4
15056	99.4
15057	99.4
15058	99.4
15059	99.4
15060	99.4
15061	99.4
15062	99.4
15063	99.4
15064	99.4
15065	99.4
15066	99.4
15067	99.4
15068	99.4
15069	99.4
15070	99.4
15071	99.4
15072	99.4
15073	99.4
15074	99.4
15075	99.4
15076	99.4
15077	99.4
15078	99.4
15079	99.4
15080	99.4
15081	99.4
15082	99.4
15083	99.4
15084	99.4
15085	99.4
15086	99.4
15087	99.4
15088	99.4
15089	99.4
15090	99.4
15091	99.4
15092	99.4
15093	99.4
15094	99.4
15095	99.4
15096	99.4
15097	99.4
15098	99.4
15099	99.4
15100	99.4
15101	99.4
15102	99.4
15103	99.4
15104	99.4
15105	99.4
15106	99.4
15107	99.4
15108	99.4
15109	99.4
15110	99.4
15111	99.4
15112	99.4
15113	99.4
15114	99.4
15115	99.4
15116	99.4
15117	99.4
15118	99.4
15119	99.4
15120	99.4
15121	99.4
15122	99.4
15123	99.4
15124	99.4
15125	99.4
15126	99.4
15127	99.4
15128	99.4
15129	99.4
15130	99.4
15131	99.4
15132	99.4
15133	99.4
15134	99.4
15135	99.4
15136	99.4
15137	99.4
15138	99.4
15139	99.4
15140	99.4
15141	99.4
15142	99.4
15143	99.4
15144	99.4
15145	99.4
15146	99.4
15147	99.4
15148	99.4
15149	99.4
15150	99.4
15151	99.4
15152	99.4
15153	99.4
15154	99.4
15155	99.4
15156	99.4
15157	99.4
15158	99.4
15159	99.4
15160	99.4
15161	99.4
15162	99.4
15163	99.4
15164	99.4
15165	99.4
15166	99.4
15167	99.4
15168	99.4
15169	99.4
15170	99.4
15171	99.4
15172	99.4
15173	99.4
15174	99.4
15175	99.4
15176	99.4
15177	99.4
15178	99.4
15179	99.4
15180	99.4
15181	99.4
15182	99.4
15183	99.4
15184	99.4
15185	99.4
15186	99.4
15187	99.4
15188	99.4
15189	99.4
15190	99.4
15191	99.4
15192	99.4
15193	99.4
15194	99.4
15195	99.4
15196	99.4
15197	99.4
15198	99.4
15199	99.4
15200	99.4
15201	99.4
15202	99.4
15203	99.4
15204	99.4
15205	99.4
15206	99.4
15207	99.4
15208	99.4
15209	99.4
15210	99.4
15211	99.4
15212	99.4
15213	99.4
15214	99.4
15215	99.4
15216	99.4
15217	99.4
15218	99.4
15219	99.4
15220	99.4
15221	99.4
15222	99.4
15223	99.4
15224	99.4
15225	99.4
15226	99.4
15227	99.4
15228	99.4
15229	99.4
15230	99.4
15231	99.4
15232	99.4
15233	99.4
15234	99.4
15235	99.4
15236	99.4
15237	99.4
15238	99.4
15239	99.4
15240	99.4
15241	99.4
15242	99.4
15243	99.4
15244	99.4
15245	99.4
15246	99.4
15247	99.4
15248	99.4
15249	99.4
15250	99.4
15251	99.4
15252	99.4
15253	99.4
15254	99.4
15255	99.4
15256	99.4
15257	99.4
15258	99.4
15259	99.4
15260	99.4
15261	99.4
15262	99.4
15263	99.4
15264	99.4
15265	99.4
15266	99.4
15267	99.4
15268	99.4
15269	99.4
15270	99.4
15271	99.4
15272	99.4
15273	99.4
15274	99.4
15275	99.4
15276	99.4
15277	99.4
15278	99.4
15279	99.4
15280	99.4
15281	99.4
15282	99.4
15283	99.4
15284	99.4
15285	99.4
15286	99.4
15287	99.4
15288	99.4
15289	99.4
15290	99.4
15291	99.4
15292	99.4
15293	99.4
15294	99.4
15295	99.4
15296	99.4
15297	99.4
15298	99.4
15299	99.4
15300	99.4
15301	99.4
15302	99.4
15303	99.4
15304	99.4
15305	99.4
15306	99.4
15307	99.4
15308	99.4
15309	99.4
15310	99.4
15311	99.4
15312	99.4
15313	99.4
15314	99.4
15315	99.4
15316	99.4
15317	99.4
15318	99.4
15319	99.4
15320	99.4
15321	99.4
15322	99.4
15323	99.4
15324	99.4
15325	99.4
15326	99.4
15327	99.4
15328	99.4
15329	99.4
15330	99.4
15331	99.4
15332	99.4
15333	99.4
15334	99.4
15335	99.4
15336	99.4
15337	99.4
15338	99.4
15339	99.4
15340	99.4
15341	99.4
15342	99.4
15343	99.4
15344	99.4
15345	99.4
15346	99.4
15347	99.4
15348	99.4
15349	99.4
15350	99.4
15351	99.4
15352	99.4
15353	99.4
15354	99.4
15355	99.4
15356	99.4
15357	99.4
15358	99.4
15359	99.4
15360	99.4
15361	99.4
15362	99.4
15363	99.4
15364	99.4
15365	99.4
15366	99.4
15367	99.4
15368	99.4
15369	99.4
15370	99.4
15371	99.4
15372	99.4
15373	99.4
15374	99.4
15375	99.4
15376	99.4
15377	99.4
15378	99.4
15379	99.4
15380	99.4
15381	99.4
15382	99.4
15383	99.4
15384	99.4
15385	99.4
15386	99.4
15387	99.4
15388	99.4
15389	99.4
15390	99.4
15391	99.4
15392	99.4
15393	99.4
15394	99.4
15395	99.4
15396	99.4
15397	99.4
15398	99.4
15399	99.4
15400	99.4
15401	99.4
15402	99.4
15403	99.4
15404	99.4
15405	99.4
15406	99.4
15407	99.4
15408	99.4
15409	99.4
15410	99.4
15411	99.4
15412	99.4
15413	99.4
15414	99.4
15415	99.4
15416	99.4
15417	99.4
15418	99.4
15419	99.4
15420	99.4
15421	99.4
15422	99.4
15423	99.4
15424	99.4
15425	99.4
15426	99.4
15427	99.4
15428	99.4
15429	99.4
15430	99.4
15431	99.4
15432	99.4
15433	99.4
15434	99.4
15435	99.4
15436	99.4
15437	99.4
15438	99.4
15439	99.4
15440	99.4
15441	99.4
15442	99.4
15443	99.4
15444	99.4
15445	99.4
15446	99.4
15447	99.4
15448	99.4
15449	99.4
15450	99.4
15451	99.4
15452	99.4
15453	99.4
15454	99.4
15455	99.4
15456	99.4
15457	99.4
15458	99.4
15459	99.4
15460	99.4
15461	99.4
15462	99.4
15463	99.4
15464	99.4
15465	99.4
15466	99.4
15467	99.4
15468	99.4
15469	99.4
15470	99.4
15471	99.4
15472	99.4
15473	99.4
15474	99.4
15475	99.4
15476	99.4
15477	99.4
15478	99.4
15479	99.4
15480	99.4
15481	99.4
15482	99.4
15483	99.4
15484	99.4
15485	99.4
15486	99.4
15487	99.4
15488	99.4
15489	99.4
15490	99.4
15491	99.4
15492	99.4
15493	99.4
15494	99.4
15495	99.4
15496	99.4
15497	99.4
15498	99.4
15499	99.4
15500	99.4
15501	99.4
15502	99.4
15503	99.4
15504	99.4
15505	99.4
15506	99.4
15507	99.4
15508	99.4
15509	99.4
15510	99.4
15511	99.4
15512	99.4
15513	99.4
15514	99.4
15515	99.4
15516	99.4
15517	99.4
15518	99.4
15519	99.4
15520	99.4
15521	99.4
15522	99.4
15523	99.4
15524	99.4
15525	99.4
15526	99.4
15527	99.4
15528	99.4
15529	99.4
15530	99.4
15531	99.4
15532	99.4
15533	99.4
15534	99.4
15535	99.4
15536	99.4
15537	99.4
15538	99.4
15539	99.4
15540	99.4
15541	99.4
15542	99.4
15543	99.4
15544	99.4
15545	99.4
15546	99.4
15547	99.4
15548	99.4
15549	99.4
15550	99.4
15551	99.4
15552	99.4
15553	99.4
15554	99.4
15555	99.4
15556	99.4
15557	99.4
15558	99.4
15559	99.4
15560	99.5
15561	99.5
15562	99.5
15563	99.5
15564	99.5
15565	99.5
15566	99.5
15567	99.5
15568	99.5
15569	99.5
15570	99.5
15571	99.5
15572	99.5
15573	99.5
15574	99.5
15575	99.5
15576	99.5
15577	99.5
15578	99.5
15579	99.5
15580	99.5
15581	99.5
15582	99.5
15583	99.5
15584	99.5
15585	99.5
15586	99.5
15587	99.5
15588	99.5
15589	99.5
15590	99.5
15591	99.5
15592	99.5
15593	99.5
15594	99.5
15595	99.5
15596	99.5
15597	99.5
15598	99.5
15599	99.5
15600	99.5
15601	99.5
15602	99.5
15603	99.5
15604	99.5
15605	99.5
15606	99.5
15607	99.5
15608	99.5
15609	99.5
15610	99.5
15611	99.5
15612	99.5
15613	99.5
15614	99.5
15615	99.5
15616	99.5
15617	99.5
15618	99.5
15619	99.5
15620	99.5
15621	99.5
15622	99.5
15623	99.5
15624	99.5
15625	99.5
15626	99.5
15627	99.5
15628	99.5
15629	99.5
15630	99.5
15631	99.5
15632	99.5
15633	99.5
15634	99.5
15635	99.5
15636	99.5
15637	99.5
15638	99.5
15639	99.5
15640	99.5
15641	99.5
15642	99.5
15643	99.5
15644	99.5
15645	99.5
15646	99.5
15647	99.5
15648	99.5
15649	99.5
15650	99.5
15651	99.5
15652	99.5
15653	99.5
15654	99.5
15655	99.5
15656	99.5
15657	99.5
15658	99.5
15659	99.5
15660	99.5
15661	99.5
15662	99.5
15663	99.5
15664	99.5
15665	99.5
15666	99.5
15667	99.5
15668	99.5
15669	99.5
15670	99.5
15671	99.5
15672	99.5
15673	99.5
15674	99.5
15675	99.5
15676	99.5
15677	99.5
15678	99.5
15679	99.5
15680	99.5
15681	99.5
15682	99.5
15683	99.5
15684	99.5
15685	99.5
15686	99.5
15687	99.5
15688	99.5
15689	99.5
15690	99.5
15691	99.5
15692	99.5
15693	99.5
15694	99.5
15695	99.5
15696	99.5
15697	99.5
15698	99.5
15699	99.5
15700	99.5
15701	99.5
15702	99.5
15703	99.5
15704	99.5
15705	99.5
15706	99.5
15707	99.5
15708	99.5
15709	99.5
15710	99.5
15711	99.5
15712	99.5
15713	99.5
15714	99.5
15715	99.5
15716	99.5
15717	99.5
15718	99.5
15719	99.5
15720	99.5
15721	99.5
15722	99.5
15723	99.5
15724	99.5
15725	99.5
15726	99.5
15727	99.5
15728	99.5
15729	99.5
15730	99.5
15731	99.5
15732	99.5
15733	99.5
15734	99.5
15735	99.5
15736	99.5
15737	99.5
15738	99.5
15739	99.5
15740	99.5
15741	99.5
15742	99.5
15743	99.5
15744	99.5
15745	99.5
15746	99.5
15747	99.5
15748	99.5
15749	99.5
15750	99.5
15751	99.5
15752	99.5
15753	99.5
15754	99.5
15755	99.5
15756	99.5
15757	99.5
15758	99.5
15759	99.5
15760	99.5
15761	99.5
15762	99.5
15763	99.5
15764	99.5
15765	99.5
15766	99.5
15767	99.5
15768	99.5
15769	99.5
15770	99.5
15771	99.5
15772	99.5
15773	99.5
15774	99.5
15775	99.5
15776	99.5
15777	99.5
15778	99.5
15779	99.5
15780	99.5
15781	99.5
15782	99.5
15783	99.5
15784	99.5
15785	99.5
15786	99.5
15787	99.5
15788	99.5
15789	99.5
15790	99.5
15791	99.5
15792	99.5
15793	99.5
15794	99.5
15795	99.5
15796	99.5
15797	99.5
15798	99.5
15799	99.5
15800	99.5
15801	99.5
15802	99.5
15803	99.5
15804	99.5
15805	99.5
15806	99.5
15807	99.5
15808	99.5
15809	99.5
15810	99.5
15811	99.5
15812	99.5
15813	99.5
15814	99.5
15815	99.5
15816	99.5
15817	99.5
15818	99.5
15819	99.5
15820	99.5
15821	99.5
15822	99.5
15823	99.5
15824	99.5
15825	99.5
15826	99.5
15827	99.5
15828	99.5
15829	99.5
15830	99.5
15831	99.5
15832	99.5
15833	99.5
15834	99.5
15835	99.5
15836	99.5
15837	99.5
15838	99.5
15839	99.5
15840	99.5
15841	99.5
15842	99.5
15843	99.5
15844	99.5
15845	99.5
15846	99.5
15847	99.5
15848	99.5
15849	99.5
15850	99.5
15851	99.5
15852	99.5
15853	99.5
15854	99.5
15855	99.5
15856	99.5
15857	99.5
15858	99.5
15859	99.5
15860	99.5
15861	99.5
15862	99.5
15863	99.5
15864	99.5
15865	99.5
15866	99.5
15867	99.5
15868	99.5
15869	99.5
15870	99.5
15871	99.5
15872	99.5
15873	99.5
15874	99.5
15875	99.5
15876	99.5
15877	99.5
15878	99.5
15879	99.5
15880	99.5
15881	99.5
15882	99.5
15883	99.5
15884	99.5
15885	99.5
15886	99.5
15887	99.5
15888	99.5
15889	99.5
15890	99.5
15891	99.5
15892	99.5
15893	99.5
15894	99.5
15895	99.5
15896	99.5
15897	99.5
15898	99.5
15899	99.5
15900	99.5
15901	99.5
15902	99.5
15903	99.5
15904	99.5
15905	99.5
15906	99.5
15907	99.5
15908	99.5
15909	99.5
15910	99.5
15911	99.5
15912	99.5
15913	99.5
15914	99.5
15915	99.5
15916	99.5
15917	99.5
15918	99.5
15919	99.5
15920	99.5
15921	99.5
15922	99.5
15923	99.5
15924	99.5
15925	99.5
15926	99.5
15927	99.5
15928	99.5
15929	99.5
15930	99.5
15931	99.5
15932	99.5
15933	99.5
15934	99.5
15935	99.5
15936	99.5
15937	99.5
15938	99.5
15939	99.5
15940	99.5
15941	99.5
15942	99.5
15943	99.5
15944	99.5
15945	99.5
15946	99.5
15947	99.5
15948	99.5
15949	99.5
15950	99.5
15951	99.5
15952	99.5
15953	99.5
15954	99.5
15955	99.5
15956	99.5
15957	99.5
15958	99.5
15959	99.5
15960	99.5
15961	99.5
15962	99.5
15963	99.5
15964	99.5
15965	99.5
15966	99.5
15967	99.5
15968	99.5
15969	99.5
15970	99.5
15971	99.5
15972	99.5
15973	99.5
15974	99.5
15975	99.5
15976	99.5
15977	99.5
15978	99.5
15979	99.5
15980	99.5
15981	99.5
15982	99.5
15983	99.5
15984	99.5
15985	99.5
15986	99.5
15987	99.5
15988	99.5
15989	99.5
15990	99.5
15991	99.5
15992	99.5
15993	99.5
15994	99.5
15995	99.5
15996	99.5
15997	99.5
15998	99.5
15999	99.5
16000	99.5
16001	99.5
16002	99.5
16003	99.5
16004	99.5
16005	99.5
16006	99.5
16007	99.5
16008	99.5
16009	99.5
16010	99.5
16011	99.5
16012	99.5
16013	99.5
16014	99.5
16015	99.5
16016	99.5
16017	99.5
16018	99.5
16019	99.5
16020	99.5
16021	99.5
16022	99.5
16023	99.5
16024	99.5
16025	99.5
16026	99.5
16027	99.5
16028	99.5
16029	99.5
16030	99.5
16031	99.5
16032	99.5
16033	99.5
16034	99.5
16035	99.5
16036	99.5
16037	99.5
16038	99.5
16039	99.5
16040	99.5
16041	99.5
16042	99.5
16043	99.5
16044	99.5
16045	99.5
16046	99.5
16047	99.5
16048	99.5
16049	99.5
16050	99.5
16051	99.5
16052	99.5
16053	99.5
16054	99.5
16055	99.5
16056	99.5
16057	99.5
16058	99.5
16059	99.5
16060	99.5
16061	99.5
16062	99.5
16063	99.5
16064	99.5
16065	99.5
16066	99.5
16067	99.5
16068	99.5
16069	99.5
16070	99.5
16071	99.5
16072	99.5
16073	99.5
16074	99.5
16075	99.5
16076	99.5
16077	99.5
16078	99.5
16079	99.5
16080	99.5
16081	99.5
16082	99.5
16083	99.5
16084	99.5
16085	99.5
16086	99.5
16087	99.5
16088	99.5
16089	99.5
16090	99.5
16091	99.5
16092	99.5
16093	99.5
16094	99.5
16095	99.5
16096	99.5
16097	99.5
16098	99.5
16099	99.5
16100	99.5
16101	99.5
16102	99.5
16103	99.5
16104	99.5
16105	99.5
16106	99.5
16107	99.5
16108	99.5
16109	99.5
16110	99.5
16111	99.5
16112	99.5
16113	99.5
16114	99.5
16115	99.5
16116	99.5
16117	99.5
16118	99.5
16119	99.5
16120	99.5
16121	99.5
16122	99.5
16123	99.5
16124	99.5
16125	99.5
16126	99.5
16127	99.5
16128	99.5
16129	99.5
16130	99.5
16131	99.5
16132	99.5
16133	99.5
16134	99.5
16135	99.5
16136	99.5
16137	99.5
16138	99.5
16139	99.5
16140	99.5
16141	99.5
16142	99.5
16143	99.5
16144	99.5
16145	99.5
16146	99.5
16147	99.5
16148	99.5
16149	99.5
16150	99.5
16151	99.5
16152	99.5
16153	99.5
16154	99.5
16155	99.5
16156	99.5
16157	99.5
16158	99.5
16159	99.5
16160	99.5
16161	99.5
16162	99.5
16163	99.5
16164	99.5
16165	99.5
16166	99.5
16167	99.5
16168	99.5
16169	99.5
16170	99.5
16171	99.5
16172	99.5
16173	99.5
16174	99.5
16175	99.5
16176	99.5
16177	99.5
16178	99.5
16179	99.5
16180	99.5
16181	99.5
16182	99.5
16183	99.5
16184	99.5
16185	99.5
16186	99.5
16187	99.5
16188	99.5
16189	99.5
16190	99.5
16191	99.5
16192	99.5
16193	99.5
16194	99.5
16195	99.5
16196	99.5
16197	99.5
16198	99.5
16199	99.5
16200	99.5
16201	99.5
16202	99.5
16203	99.5
16204	99.5
16205	99.5
16206	99.5
16207	99.5
16208	99.5
16209	99.5
16210	99.5
16211	99.5
16212	99.5
16213	99.5
16214	99.5
16215	99.5
16216	99.5
16217	99.5
16218	99.5
16219	99.5
16220	99.5
16221	99.5
16222	99.5
16223	99.5
16224	99.5
16225	99.5
16226	99.5
16227	99.5
16228	99.5
16229	99.5
16230	99.5
16231	99.5
16232	99.5
16233	99.5
16234	99.5
16235	99.5
16236	99.5
16237	99.5
16238	99.5
16239	99.5
16240	99.5
16241	99.5
16242	99.5
16243	99.5
16244	99.5
16245	99.5
16246	99.5
16247	99.5
16248	99.5
16249	99.5
16250	99.5
16251	99.5
16252	99.5
16253	99.5
16254	99.5
16255	99.5
16256	99.5
16257	99.5
16258	99.5
16259	99.5
16260	99.5
16261	99.5
16262	99.5
16263	99.5
16264	99.5
16265	99.5
16266	99.5
16267	99.5
16268	99.6
16269	99.6
16270	99.6
16271	99.6
16272	99.6
16273	99.6
16274	99.6
16275	99.6
16276	99.6
16277	99.6
16278	99.6
16279	99.6
16280	99.6
16281	99.6
16282	99.6
16283	99.6
16284	99.6
16285	99.6
16286	99.6
16287	99.6
16288	99.6
16289	99.6
16290	99.6
16291	99.6
16292	99.6
16293	99.6
16294	99.6
16295	99.6
16296	99.6
16297	99.6
16298	99.6
16299	99.6
16300	99.6
16301	99.6
16302	99.6
16303	99.6
16304	99.6
16305	99.6
16306	99.6
16307	99.6
16308	99.6
16309	99.6
16310	99.6
16311	99.6
16312	99.6
16313	99.6
16314	99.6
16315	99.6
16316	99.6
16317	99.6
16318	99.6
16319	99.6
16320	99.6
16321	99.6
16322	99.6
16323	99.6
16324	99.6
16325	99.6
16326	99.6
16327	99.6
16328	99.6
16329	99.6
16330	99.6
16331	99.6
16332	99.6
16333	99.6
16334	99.6
16335	99.6
16336	99.6
16337	99.6
16338	99.6
16339	99.6
16340	99.6
16341	99.6
16342	99.6
16343	99.6
16344	99.6
16345	99.6
16346	99.6
16347	99.6
16348	99.6
16349	99.6
16350	99.6
16351	99.6
16352	99.6
16353	99.6
16354	99.6
16355	99.6
16356	99.6
16357	99.6
16358	99.6
16359	99.6
16360	99.6
16361	99.6
16362	99.6
16363	99.6
16364	99.6
16365	99.6
16366	99.6
16367	99.6
16368	99.6
16369	99.6
16370	99.6
16371	99.6
16372	99.6
16373	99.6
16374	99.6
16375	99.6
16376	99.6
16377	99.6
16378	99.6
16379	99.6
16380	99.6
16381	99.6
16382	99.6
16383	99.6
16384	99.6
16385	99.6
16386	99.6
16387	99.6
16388	99.6
16389	99.6
16390	99.6
16391	99.6
16392	99.6
16393	99.6
16394	99.6
16395	99.6
16396	99.6
16397	99.6
16398	99.6
16399	99.6
16400	99.6
16401	99.6
16402	99.6
16403	99.6
16404	99.6
16405	99.6
16406	99.6
16407	99.6
16408	99.6
16409	99.6
16410	99.6
16411	99.6
16412	99.6
16413	99.6
16414	99.6
16415	99.6
16416	99.6
16417	99.6
16418	99.6
16419	99.6
16420	99.6
16421	99.6
16422	99.6
16423	99.6
16424	99.6
16425	99.6
16426	99.6
16427	99.6
16428	99.6
16429	99.6
16430	99.6
16431	99.6
16432	99.6
16433	99.6
16434	99.6
16435	99.6
16436	99.6
16437	99.6
16438	99.6
16439	99.6
16440	99.6
16441	99.6
16442	99.6
16443	99.6
16444	99.6
16445	99.6
16446	99.6
16447	99.6
16448	99.6
16449	99.6
16450	99.6
16451	99.6
16452	99.6
16453	99.6
16454	99.6
16455	99.6
16456	99.6
16457	99.6
16458	99.6
16459	99.6
16460	99.6
16461	99.6
16462	99.6
16463	99.6
16464	99.6
16465	99.6
16466	99.6
16467	99.6
16468	99.6
16469	99.6
16470	99.6
16471	99.6
16472	99.6
16473	99.6
16474	99.6
16475	99.6
16476	99.6
16477	99.6
16478	99.6
16479	99.6
16480	99.6
16481	99.6
16482	99.6
16483	99.6
16484	99.6
16485	99.6
16486	99.6
16487	99.6
16488	99.6
16489	99.6
16490	99.6
16491	99.6
16492	99.6
16493	99.6
16494	99.6
16495	99.6
16496	99.6
16497	99.6
16498	99.6
16499	99.6
16500	99.6
16501	99.6
16502	99.6
16503	99.6
16504	99.6
16505	99.6
16506	99.6
16507	99.6
16508	99.6
16509	99.6
16510	99.6
16511	99.6
16512	99.6
16513	99.6
16514	99.6
16515	99.6
16516	99.6
16517	99.6
16518	99.6
16519	99.6
16520	99.6
16521	99.6
16522	99.6
16523	99.6
16524	99.6
16525	99.6
16526	99.6
16527	99.6
16528	99.6
16529	99.6
16530	99.6
16531	99.6
16532	99.6
16533	99.6
16534	99.6
16535	99.6
16536	99.6
16537	99.6
16538	99.6
16539	99.6
16540	99.6
16541	99.6
16542	99.6
16543	99.6
16544	99.6
16545	99.6
16546	99.6
16547	99.6
16548	99.6
16549	99.6
16550	99.6
16551	99.6
16552	99.6
16553	99.6
16554	99.6
16555	99.6
16556	99.6
16557	99.6
16558	99.6
16559	99.6
16560	99.6
16561	99.6
16562	99.6
16563	99.6
16564	99.6
16565	99.6
16566	99.6
16567	99.6
16568	99.6
16569	99.6
16570	99.6
16571	99.6
16572	99.6
16573	99.6
16574	99.6
16575	99.6
16576	99.6
16577	99.6
16578	99.6
16579	99.6
16580	99.6
16581	99.6
16582	99.6
16583	99.6
16584	99.6
16585	99.6
16586	99.6
16587	99.6
16588	99.6
16589	99.6
16590	99.6
16591	99.6
16592	99.6
16593	99.6
16594	99.6
16595	99.6
16596	99.6
16597	99.6
16598	99.6
16599	99.6
16600	99.6
16601	99.6
16602	99.6
16603	99.6
16604	99.6
16605	99.6
16606	99.6
16607	99.6
16608	99.6
16609	99.6
16610	99.6
16611	99.6
16612	99.6
16613	99.6
16614	99.6
16615	99.6
16616	99.6
16617	99.6
16618	99.6
16619	99.6
16620	99.6
16621	99.6
16622	99.6
16623	99.6
16624	99.6
16625	99.6
16626	99.6
16627	99.6
16628	99.6
16629	99.6
16630	99.6
16631	99.6
16632	99.6
16633	99.6
16634	99.6
16635	99.6
16636	99.6
16637	99.6
16638	99.6
16639	99.6
16640	99.6
16641	99.6
16642	99.6
16643	99.6
16644	99.6
16645	99.6
16646	99.6
16647	99.6
16648	99.6
16649	99.6
16650	99.6
16651	99.6
16652	99.6
16653	99.6
16654	99.6
16655	99.6
16656	99.6
16657	99.6
16658	99.6
16659	99.6
16660	99.6
16661	99.6
16662	99.6
16663	99.6
16664	99.6
16665	99.6
16666	99.6
16667	99.6
16668	99.6
16669	99.6
16670	99.6
16671	99.6
16672	99.6
16673	99.6
16674	99.6
16675	99.6
16676	99.6
16677	99.6
16678	99.6
16679	99.6
16680	99.6
16681	99.6
16682	99.6
16683	99.6
16684	99.6
16685	99.6
16686	99.6
16687	99.6
16688	99.6
16689	99.6
16690	99.6
16691	99.6
16692	99.6
16693	99.6
16694	99.6
16695	99.6
16696	99.6
16697	99.6
16698	99.6
16699	99.6
16700	99.6
16701	99.6
16702	99.6
16703	99.6
16704	99.6
16705	99.6
16706	99.6
16707	99.6
16708	99.6
16709	99.6
16710	99.6
16711	99.6
16712	99.6
16713	99.6
16714	99.6
16715	99.6
16716	99.6
